fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.28803,1e-05,0.01109,0.71132,0.00064,4.60093,0.71032,8.58241,0.49217,1.44159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29236,1e-05,0.01007,0.7,0.00062,3.83472,0.70218,10.60391,0.59716,1.46915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28416,1e-05,0.01129,0.7,0.00066,4.68004,0.73598,8.01502,0.52187,1.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28464,1e-05,0.01024,0.70994,0.00062,3.79425,0.68912,10.4992,0.62114,1.48583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29928,1e-05,0.00881,0.7,0.00048,3.74412,0.80535,8.78668,0.64558,1.08955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28081,1e-05,0.00911,0.7,0.00049,3.92254,0.78652,8.53033,0.62332,1.07815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28647,1e-05,0.01258,0.70697,0.0008,3.5169,0.81139,10.20208,0.54628,1.51758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27917,1e-05,0.01258,0.70697,0.00057,3.78572,0.80471,8.73862,0.59716,1.78662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29986,1e-05,0.00839,0.7,0.00047,3.66053,0.78024,8.40927,0.67902,1.18305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29701,1e-05,0.00842,0.7,0.00048,3.8718,0.78024,8.40927,0.59771,1.18627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2811,1e-05,0.01272,0.70697,0.0007,3.83472,0.80361,9.36247,0.5774,1.27692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28173,1e-05,0.00937,0.70699,0.00048,3.74412,0.68759,8.76491,0.63506,1.21204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27231,1e-05,0.00643,0.7225,0.00048,3.8718,0.78024,7.22058,0.61881,1.13686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.292,1e-05,0.00989,0.7,0.00047,3.61902,0.80535,9.00777,0.64558,1.2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28639,1e-05,0.01255,0.70688,0.0007,3.83472,0.80535,9.32773,0.59716,1.27949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2893,1e-05,0.0168,0.76901,0.00069,3.83472,0.7445,7.82113,0.59716,1.52293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26733,1e-05,0.00766,0.7,0.00047,3.33771,0.73592,8.39173,0.64096,1.1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30771,1e-05,0.00829,0.70064,0.00048,3.66787,0.78696,8.57719,0.68361,1.19862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28609,1e-05,0.00876,0.7019,0.00047,3.66053,0.84722,8.73372,0.70384,1.18305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27593,1e-05,0.0094,0.7,0.00049,3.74412,0.94709,9.33297,0.64558,1.11608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28767,1e-05,0.00839,0.7,0.00054,4.01291,0.78495,7.60706,0.72998,1.23305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28526,1e-05,0.00839,0.7,0.00052,3.58238,0.78024,8.40927,0.64716,1.30093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29143,1e-05,0.00893,0.70488,0.00048,3.73031,0.84985,8.78668,0.64265,1.08955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28191,1e-05,0.00945,0.72192,0.00048,3.66787,0.78696,7.58384,0.71124,1.54425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2953,1e-05,0.00856,0.71751,0.00044,3.54902,0.76577,8.83479,0.6514,1.18305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27373,1e-05,0.00829,0.70322,0.00057,4.29183,0.8988,8.54534,0.57645,1.36514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30178,1e-05,0.00932,0.7117,0.0005,3.77508,0.80535,7.99823,0.64558,1.2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26507,1e-05,0.0089,0.71024,0.00055,3.78646,0.76809,6.73264,0.66939,1.24371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25088,1e-05,0.00736,0.7169,0.00053,3.24747,0.61806,8.57719,0.68361,1.18483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26007,1e-05,0.00927,0.7,0.00049,3.36279,0.81417,7.83982,0.66424,1.08182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28985,1e-05,0.0091,0.7161,0.00048,3.80222,0.7867,9.03963,0.72587,1.19862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29233,1e-05,0.00884,0.73815,0.00047,4.43725,0.78696,8.75742,0.60778,1.38958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28006,1e-05,0.00894,0.70267,0.00049,4.03804,0.81063,8.4591,0.64701,1.07688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30048,1e-05,0.01098,0.73851,0.00053,3.53837,0.74941,7.99823,0.56067,1.23613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29568,1e-05,0.00873,0.7,0.00048,3.44002,0.75269,9.20866,0.63393,1.16536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28349,1e-05,0.00752,0.7,0.00046,3.52852,0.8354,8.34505,0.72094,1.19862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2805,1e-05,0.0094,0.7,0.0004,3.86319,0.64547,7.30469,0.60735,1.45119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2871,1e-05,0.00826,0.7,0.00046,3.66053,0.77606,8.44912,0.70296,1.19498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.30647,1e-05,0.00829,0.70539,0.0005,3.52938,0.77675,8.57719,0.68361,1.19862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26151,1e-05,0.00963,0.72736,0.00051,3.92574,0.85857,7.99823,0.60589,1.29154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29526,1e-05,0.00893,0.7,0.00051,3.62868,0.77919,8.57719,0.71165,1.19862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27912,1e-05,0.00831,0.70028,0.0005,3.52938,0.67016,8.57719,0.74563,1.30925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27978,1e-05,0.00853,0.70258,0.00051,3.74612,0.77675,7.97284,0.68361,1.05141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28548,1e-05,0.00669,0.77365,0.00039,4.29544,0.55859,7.23739,0.70041,1.52657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29249,1e-05,0.00829,0.70064,0.00045,3.80849,0.6993,8.53194,0.75867,1.15347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29423,1e-05,0.00808,0.7,0.00058,3.6594,0.77675,7.48948,0.56084,1.23223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
